Station,Lat,Lon,Divisions,Year,Count,Type
Clogherhead,53.7904,-6.2427,Louth,2006,25,Theft
Clonakilty,51.6249,-8.8889,Cork West,2006,72,Theft
Clonark,53.3684,-8.0347,Roscommon/Longford,2006,9,Theft
Clonaslee,53.1486,-7.526,Laois/Offaly,2006,5,Theft
Clonbologue,53.2591,-7.0858,Laois/Offaly,2006,12,Theft
Clondalkin,53.3231,-6.395,D.M.R. Western,2006,882,Theft
Clones,54.1775,-7.2282,Cavan/Monaghan,2006,37,Theft
Clonmany,55.263000000000005,-7.4128,Donegal,2006,13,Theft
Clonmel,52.3541,-7.6999,Tipperary,2006,278,Theft
Clonroche,52.4504,-6.7159,Wexford,2006,11,Theft
Clontarf,53.3635,-6.2201,D.M.R. Northern,2006,676,Theft
Cloughjordan,52.942,-8.0397,Tipperary,2006,2,Theft
Cloyne,51.8628,-8.1235,Cork North,2006,10,Theft
Coachford,51.9091,-8.7911,Cork West,2006,10,Theft
Cobh,51.8482,-8.3036,Cork North,2006,82,Theft
Collon,53.7779,-6.4849,Louth,2006,20,Theft
Collooney,54.1855,-8.4879,Sligo/Leitrim,2006,27,Theft
Cong,53.5415,-9.2865,Mayo,2006,5,Theft
Convoy,54.8593,-7.669,Donegal,2006,35,Theft
Coolaney,54.1724,-8.6034,Sligo/Leitrim,2006,5,Theft
Coolock,53.3903,-6.2011,D.M.R. Northern,2006,896,Theft
Cootehill,54.0747,-7.0787,Cavan/Monaghan,2006,32,Theft
Corofin,52.9475,-9.0686,Clare,2006,15,Theft
Corofin,53.4376,-8.8631,Galway,2006,8,Theft
Courtown Harbour,52.6443,-6.2305,Wexford,2006,70,Theft
Craughwell,53.2294,-8.7339,Galway,2006,45,Theft
Creggs,53.5949,-8.3638,Galway,2006,1,Theft
Crookstown,51.8587,-8.8013,Cork West,2006,25,Theft
Croom,52.522,-8.7188,Limerick,2006,23,Theft
Crosshaven,51.803999999999995,-8.3045,Cork City,2006,27,Theft
Crossmolina,54.0998,-9.3227,Mayo,2006,20,Theft
Crumlin,53.3196,-6.315,D.M.R. Southern,2006,560,Theft
Crusheen,52.9385,-8.8986,Clare,2006,5,Theft
Daingean,53.293,-7.2936,Laois/Offaly,2006,22,Theft
Delvin,53.6145,-7.0901,Westmeath,2006,31,Theft
Dingle,52.1392,-10.2705,Kerry,2006,20,Theft
Dolla,52.7971,-8.1921,Tipperary,2006,4,Theft
Donegal Town,54.6524,-8.1111,Donegal,2006,55,Theft
Doneraile,52.2157,-8.5854,Cork North,2006,17,Theft
Donnybrook,53.3217,-6.2359,D.M.R. South Central,2006,656,Theft
Douglas,51.8751,-8.431000000000001,Cork City,2006,220,Theft
Dowra,54.1904,-8.0153,Cavan/Monaghan,2006,1,Theft
Drimoleague,51.659,-9.264,Cork West,2006,15,Theft
Drinagh,51.6477,-9.1545,Cork West,2006,2,Theft
Drogheda,53.7151,-6.3566,Louth,2006,589,Theft
Drumad,54.0957,-6.3608,Louth,2006,57,Theft
Drumcollogher,52.3382,-8.9113,Limerick,2006,11,Theft
Drumlish,53.8217,-7.7659,Roscommon/Longford,2006,4,Theft
Drumshambo,54.0465,-8.04,Sligo/Leitrim,2006,17,Theft
Dublin Airport,53.4299,-6.2455,D.M.R. Northern,2006,190,Theft
Duleek,53.6539,-6.4181,Meath,2006,61,Theft
Dun Fionnachaid,55.1829,-7.9744,Donegal,2006,9,Theft
Dun Laoghaire,53.2899,-6.1333,D.M.R. Eastern,2006,779,Theft
Dunboyne,53.4211,-6.4771,Meath,2006,174,Theft
Duncannon,52.2214,-6.9298,Wexford,2006,26,Theft
Dundalk,53.9995,-6.4097,Louth,2006,917,Theft
Dundrum,53.2895,-6.2426,D.M.R. Eastern,2006,1025,Theft
Dungarvan,52.0877,-7.6245,Waterford,2006,249,Theft
Dunlavin,53.0588,-6.7011,Wicklow,2006,27,Theft
Dunleer,53.8285,-6.3946,Louth,2006,45,Theft
Dunmanway,51.7228,-9.1101,Cork West,2006,60,Theft
Dunmore East,52.1484,-6.9929,Waterford,2006,30,Theft
Dunmore,53.6176,-8.7406,Galway,2006,8,Theft
Dunshaughlin,53.5108,-6.5393,Meath,2006,86,Theft
Durrow,52.8443,-7.3961,Laois/Offaly,2006,24,Theft
Durrus,51.6205,-9.524,Cork West,2006,6,Theft
Edenderry,53.3368,-7.0608,Laois/Offaly,2006,111,Theft
Edgeworthstown,53.6956,-7.606,Roscommon/Longford,2006,47,Theft
Elphin,53.8458,-8.1925,Roscommon/Longford,2006,13,Theft
Emly,52.4651,-8.3542,Tipperary,2006,1,Theft
Emyvale,54.3394,-6.9576,Cavan/Monaghan,2006,40,Theft
Enfield,53.4151,-6.8339,Meath,2006,110,Theft
Ennis,52.8469,-8.9811,Clare,2006,535,Theft
Enniscorthy,52.5007,-6.5707,Wexford,2006,199,Theft
Enniscrone,54.2138,-9.0885,Sligo/Leitrim,2006,34,Theft
Enniskerry,53.1913,-6.1695,Wicklow,2006,73,Theft
Ennistymon,52.9374,-9.2885,Clare,2006,41,Theft
Eyrecourt,53.1994,-8.1324,Galway,2006,6,Theft
Farranfore,52.1714,-9.5497,Kerry,2006,9,Theft
Ferbane,53.2708,-7.8276,Laois/Offaly,2006,21,Theft
Fermoy,52.1385,-8.2742,Cork North,2006,100,Theft
Ferns,52.591,-6.4978,Wexford,2006,22,Theft
Ferrybank,52.2675,-7.1011,Waterford,2006,35,Theft
Fethard,52.4664,-7.6944,Tipperary,2006,20,Theft
Finglas,53.3896,-6.3068,D.M.R. Western,2006,910,Theft
Fitzgibbon Street,53.3577,-6.2554,D.M.R. North Central,2006,797,Theft
Foxford,53.9833,-9.1084,Mayo,2006,17,Theft
Foynes,52.6097,-9.1037,Limerick,2006,12,Theft
Frenchpark,53.8692,-8.4056,Roscommon/Longford,2006,9,Theft
Freshford,52.7324,-7.3944,Kilkenny/Carlow,2006,6,Theft
Gaillimh,53.2713,-9.0583,Galway,2006,1886,Theft
Garristown,53.5671,-6.3839,D.M.R. Northern,2006,25,Theft
Glanmire,51.9184,-8.3968,Cork City,2006,162,Theft
Glantaine,52.1047,-8.7488,Cork North,2006,7,Theft
Glasson,53.4717,-7.8635,Westmeath,2006,18,Theft
Gleann na Muaidhe,54.2408,-9.6788,Mayo,2006,3,Theft
Glenamaddy,53.6074,-8.5602,Galway,2006,3,Theft
Glenbeigh,52.0571,-9.9371,Kerry,2006,2,Theft
Glengarriff,51.7506,-9.5507,Cork West,2006,14,Theft
Glenmore,52.3538,-7.028,Kilkenny/Carlow,2006,5,Theft
Glin,52.5696,-9.2845,Limerick,2006,2,Theft
Glynn,52.3728,-6.5829,Wexford,2006,3,Theft
Gob an Choire,53.9337,-9.9185,Mayo,2006,6,Theft
Golden,52.4968,-7.9847,Tipperary,2006,7,Theft
Goresbridge,52.63,-6.9944,Kilkenny/Carlow,2006,7,Theft
Gorey,52.675,-6.2973,Wexford,2006,178,Theft
Gort,53.0674,-8.8182,Galway,2006,65,Theft
Graiguenamanagh,52.5425,-6.9568,Kilkenny/Carlow,2006,11,Theft
Granard,53.7786,-7.4942,Roscommon/Longford,2006,51,Theft
Grange,54.3934,-8.5207,Sligo/Leitrim,2006,19,Theft
Greystones,53.148,-6.0632,Wicklow,2006,287,Theft
Gurranabraher,51.9034,-8.4966,Cork City,2006,314,Theft
Gurteen,53.993,-8.5158,Sligo/Leitrim,2006,5,Theft
Hackballscross,54.0316,-6.5242,Louth,2006,13,Theft
Hacketstown,52.8643,-6.557,Kilkenny/Carlow,2006,24,Theft
Headford,53.4703,-9.0983,Galway,2006,17,Theft
Henry Street,52.6617,-8.6316,Limerick,2006,2047,Theft
Holycross,52.6426,-7.8729,Tipperary,2006,3,Theft
Hospital Co Limerick,52.4752,-8.4325,Limerick,2006,17,Theft
Howth,53.3873,-6.069,D.M.R. Northern,2006,331,Theft
Indreabhan,53.2406,-9.4296,Galway,2006,10,Theft
Innishannon,51.7644,-8.6554,Cork West,2006,10,Theft
Irishtown,53.3382,-6.2233,D.M.R. South Central,2006,528,Theft
Kanturk,52.1759,-8.9126,Cork West,2006,53,Theft
Keadue,54.0506,-8.1373,Roscommon/Longford,2006,1,Theft
Kealkil,51.755,-9.3753,Cork West,2006,6,Theft
Keel,53.9754,-10.0822,Mayo,2006,1,Theft
Kells Ceanannus Mor,53.7284,-6.8812,Meath,2006,134,Theft
Kenagh,53.622,-7.8151,Roscommon/Longford,2006,5,Theft
Kenmare,51.8785,-9.5816,Kerry,2006,42,Theft
Kerrykeel,55.1371,-7.6663,Donegal,2006,7,Theft
Kevin Street,53.339,-6.2702,D.M.R. South Central,2006,957,Theft
Kilbeggan,53.3685,-7.4992,Westmeath,2006,40,Theft
Kilbrittain,51.6735,-8.6901,Cork West,2006,3,Theft
Kilcock,53.4038,-6.6725,Kildare,2006,123,Theft
Kilconnell,53.3314,-8.4017,Galway,2006,3,Theft
Kilcormac,53.1762,-7.7288,Laois/Offaly,2006,13,Theft
Kilcullen,53.1291,-6.7466,Kildare,2006,72,Theft
Kildare,53.156000000000006,-6.9073,Kildare,2006,136,Theft
Kildorrery,52.2454,-8.4296,Cork North,2006,19,Theft
Kildysart,52.6746,-9.1058,Clare,2006,7,Theft
Kilkee,52.6824,-9.6447,Clare,2006,32,Theft
Kilkelly,53.8734,-8.8434,Mayo,2006,8,Theft
Kilkenny,52.6524,-7.2597,Kilkenny/Carlow,2006,781,Theft
Kill Co Waterford,52.1773,-7.3351,Waterford,2006,12,Theft
Killala,54.2141,-9.2205,Mayo,2006,7,Theft
Killaloe,52.8067,-8.4437,Clare,2006,100,Theft
Killarney,52.0624,-9.5124,Kerry,2006,283,Theft
Killeagh,51.9398,-7.995,Cork North,2006,25,Theft
Killenaule,52.5685,-7.6728,Tipperary,2006,17,Theft
Killeshandra,54.0118,-7.5259,Cavan/Monaghan,2006,4,Theft
Killimor,53.1659,-8.2942,Galway,2006,8,Theft
Killorglin,52.1065,-9.7871,Kerry,2006,18,Theft
Killucan,53.5147,-7.1397,Westmeath,2006,28,Theft
Kilmacow,52.3146,-7.1748,Kilkenny/Carlow,2006,5,Theft
Kilmacrennan,55.0295,-7.7785,Donegal,2006,25,Theft
Kilmacthomas,52.2062,-7.4213,Waterford,2006,24,Theft
Kilmaine,53.5826,-9.1238,Mayo,2006,7,Theft
Kilmainham,53.3419,-6.3043,D.M.R. South Central,2006,768,Theft
Kilmallock,52.3984,-8.5758,Limerick,2006,53,Theft
Kilmeaden,52.2462,-7.245,Waterford,2006,18,Theft
Kilmoganny,52.4609,-7.3293,Kilkenny/Carlow,2006,4,Theft
Kilmore Quay,52.1787,-6.5837,Wexford,2006,13,Theft
Kilnaleck,53.8585,-7.3179,Cavan/Monaghan,2006,28,Theft
Kilrickle,53.2302,-8.4524,Galway,2006,11,Theft
Kilrush,52.6411,-9.4811,Clare,2006,38,Theft
Kilsheelan,52.3615,-7.5798,Tipperary,2006,6,Theft
Kiltimagh,53.8461,-9.0058,Mayo,2006,27,Theft
Kiltormer,53.2376,-8.2713,Galway,2006,4,Theft
Kilworth,52.1763,-8.2496,Cork North,2006,3,Theft
Kingscourt,53.9043,-6.8068,Cavan/Monaghan,2006,27,Theft
Kinlough,54.4458,-8.287,Sligo/Leitrim,2006,24,Theft
Kinnegad,53.4559,-7.1028,Westmeath,2006,77,Theft
Kinnitty,53.0984,-7.7221,Laois/Offaly,2006,13,Theft
Kinsale,51.7063,-8.5255,Cork West,2006,101,Theft
Kinvara,53.1405,-8.9397,Galway,2006,3,Theft
Knock,53.7954,-8.9188,Mayo,2006,6,Theft
Knocknagoshel,52.3307,-9.3853,Kerry,2006,12,Theft
Lanesboro,53.67100000000001,-7.9853,Roscommon/Longford,2006,28,Theft
Laytown,53.6892,-6.244,Meath,2006,188,Theft
Leach Seoirse,53.3571,-8.9313,Galway,2006,46,Theft
Leamybrien,52.1693,-7.5216,Waterford,2006,18,Theft
Leitir Mor,53.2943,-9.6551,Galway,2006,10,Theft
Leixlip,53.3674,-6.4982,Kildare,2006,137,Theft
Letterfrack,53.5542,-9.9477,Galway,2006,16,Theft
Letterkenny,54.9547,-7.7364,Donegal,2006,498,Theft
Lifford,54.8328,-7.4803,Donegal,2006,30,Theft
Liscarroll,52.2596,-8.8063,Cork North,2006,8,Theft
Lisdoonvarna,53.0286,-9.2897,Clare,2006,21,Theft
Lismore,52.1367,-7.9355,Waterford,2006,14,Theft
Lissycasey,52.7461,-9.1544,Clare,2006,5,Theft
Listowel,52.4471,-9.4839,Kerry,2006,96,Theft
Littleton,52.6407,-7.7349,Tipperary,2006,23,Theft
Lixnaw,52.4041,-9.6166,Kerry,2006,8,Theft
Longford,53.7325,-7.8014,Roscommon/Longford,2006,363,Theft
Longwood,53.4546,-6.9270000000000005,Meath,2006,13,Theft
Lorrha,53.0937,-8.1221,Tipperary,2006,9,Theft
Loughrea,53.1974,-8.5699,Galway,2006,104,Theft
Louisburgh,53.7646,-9.8076,Mayo,2006,13,Theft
Louth,53.9524,-6.5379,Louth,2006,20,Theft
Lucan,53.3561,-6.4507,D.M.R. Western,2006,569,Theft
Lusk,53.5234,-6.1673,D.M.R. Northern,2006,136,Theft
Macroom,51.9063,-8.964,Cork West,2006,74,Theft
Maigh Cuilinn,53.3383,-9.1812,Galway,2006,15,Theft
Malahide,53.4512,-6.1519,D.M.R. Northern,2006,468,Theft
Mallow,52.1388,-8.6459,Cork North,2006,173,Theft
Manorhamilton,54.3044,-8.1785,Sligo/Leitrim,2006,43,Theft
Mayfield,51.9097,-8.429,Cork City,2006,194,Theft
Maynooth,53.3808,-6.5927,Kildare,2006,299,Theft
Mayorstone Park,52.6737,-8.6448,Limerick,2006,692,Theft
Midleton,51.9167,-8.1735,Cork North,2006,144,Theft
Milford Co Cork,52.3425,-8.8564,Cork North,2006,5,Theft
Milford,55.086999999999996,-7.6982,Donegal,2006,15,Theft
Millstreet Co. Cork,52.0601,-9.0615,Cork West,2006,24,Theft
Milltown,53.6116,-8.8975,Galway,2006,9,Theft
Miltown Malbay,52.8575,-9.4006,Clare,2006,29,Theft
Mitchelstown,52.2636,-8.2706,Cork North,2006,55,Theft
Moate,53.3957,-7.7345,Westmeath,2006,48,Theft
Mohill,53.9208,-7.8681,Sligo/Leitrim,2006,35,Theft
Monaghan,54.2514,-6.9675,Cavan/Monaghan,2006,170,Theft
Monasterevin,53.1382,-7.0547,Kildare,2006,47,Theft
Moneygall,52.8813,-7.9534,Tipperary,2006,5,Theft
Monivea,53.373999999999995,-8.7023,Galway,2006,5,Theft
Mooncoin,52.292,-7.2516,Kilkenny/Carlow,2006,11,Theft
Mountbellew,53.4712,-8.5001,Galway,2006,11,Theft
Mountcharles,54.6459,-8.1957,Donegal,2006,4,Theft
Mountjoy,53.3605,-6.2668,D.M.R. North Central,2006,766,Theft
Mountmellick,53.1188,-7.3351,Laois/Offaly,2006,41,Theft
Mountrath,52.9982,-7.4781,Laois/Offaly,2006,28,Theft
Moville,55.1916,-7.0286,Donegal,2006,32,Theft
Moylough,53.4877,-8.567,Galway,2006,5,Theft
Moyne,52.7343,-7.7141,Tipperary,2006,11,Theft
Muff,55.0686,-7.2688,Donegal,2006,29,Theft
Muine Bheag,52.7013,-6.9574,Kilkenny/Carlow,2006,80,Theft
Mullagh,53.8111,-6.9432,Cavan/Monaghan,2006,17,Theft
Mullinahone,52.5102,-7.5056,Tipperary,2006,5,Theft
Mullinavat,52.3664,-7.1721,Kilkenny/Carlow,2006,10,Theft
Mullingar,53.5257,-7.346,Westmeath,2006,478,Theft
Multyfarnham,53.6242,-7.3923,Westmeath,2006,23,Theft
Murroe,52.6497,-8.3992,Limerick,2006,18,Theft
Myshall,52.6875,-6.7784,Kilkenny/Carlow,2006,3,Theft
Na Cealla Beaga,54.6366,-8.4444,Donegal,2006,16,Theft
Na Gleannta,54.7955,-8.281,Donegal,2006,8,Theft
Naas,53.2107,-6.666,Kildare,2006,737,Theft
Navan,53.6545,-6.6904,Meath,2006,538,Theft
Nenagh,52.8643,-8.1996,Tipperary,2006,140,Theft
New Ross,52.3876,-6.9508,Wexford,2006,140,Theft
Newbridge,53.1814,-6.7955,Kildare,2006,347,Theft
Newcastle West,52.4537,-9.0624,Limerick,2006,148,Theft
Newmarket,52.2146,-8.997,Cork West,2006,18,Theft
Newmarket on Fergus,52.7632,-8.8991,Clare,2006,18,Theft
Newport Co Mayo,53.8902,-9.5467,Mayo,2006,12,Theft
Newport Co Tipperary,52.7107,-8.4063,Tipperary,2006,35,Theft
Newtowncunningham,54.9976,-7.5078,Donegal,2006,32,Theft
Newtownmountkennedy,53.0969,-6.1094,Wicklow,2006,47,Theft
Nobber,53.821000000000005,-6.7466,Meath,2006,24,Theft
Oldcastle,53.7693,-7.1619,Meath,2006,35,Theft
Omeath,54.0865,-6.2563,Louth,2006,23,Theft
Oola,52.53,-8.2597,Limerick,2006,9,Theft
Oughterard,53.4274,-9.3245,Galway,2006,14,Theft
Oulart,52.5033,-6.3913,Wexford,2006,9,Theft
Oylegate,52.4241,-6.5296,Wexford,2006,16,Theft
Pallasgreen,52.5687,-8.3382,Limerick,2006,16,Theft
Pallaskenry,52.6405,-8.8665,Limerick,2006,20,Theft
Partry,53.6987,-9.2796,Mayo,2006,11,Theft
Passage East,52.2392,-6.9728,Waterford,2006,11,Theft
Passage West,51.8652,-8.3317,Cork City,2006,40,Theft
Patrickswell,52.5958,-8.7129,Limerick,2006,66,Theft
Pearse Street,53.3457,-6.2563,D.M.R. South Central,2006,3769,Theft
Pettigo,54.5482,-7.8349,Donegal,2006,1,Theft
Piltown,52.3498,-7.3255,Kilkenny/Carlow,2006,5,Theft
Portarlington,53.1592,-7.1878,Laois/Offaly,2006,128,Theft
Portlaoise,53.0317,-7.3031,Laois/Offaly,2006,376,Theft
Portlaw,52.2863,-7.3176,Waterford,2006,8,Theft
Portmagee,51.8852,-10.3618,Kerry,2006,9,Theft
Portroe,52.8819,-8.3537,Tipperary,2006,3,Theft
Portumna,53.09,-8.2204,Galway,2006,31,Theft
Raheny,53.379,-6.178,D.M.R. Northern,2006,287,Theft
Ramelton,55.0367,-7.6507,Donegal,2006,12,Theft
Raphoe,54.8744,-7.5944,Donegal,2006,45,Theft
Rathangan,53.2221,-6.9975,Kildare,2006,44,Theft
Rathcoole,53.2818,-6.4647,D.M.R. Western,2006,250,Theft
Rathcormac Co Cork,52.0761,-8.2843,Cork North,2006,30,Theft
Rathdowney,52.8567,-7.5978,Laois/Offaly,2006,27,Theft
Rathdrum,52.931000000000004,-6.2265,Wicklow,2006,72,Theft
Rathfarnham,53.2974,-6.2881,D.M.R. Southern,2006,748,Theft
Rathgormack,52.3075,-7.5038,Waterford,2006,6,Theft
Rathkeale,52.5234,-8.939,Limerick,2006,71,Theft
Rathmines,53.3213,-6.267,D.M.R. Southern,2006,746,Theft
Rathmore Co Kerry,52.0843,-9.2142,Kerry,2006,24,Theft
Rathmullen,55.0958,-7.5326,Donegal,2006,3,Theft
Rathvilly,52.8804,-6.6954,Kilkenny/Carlow,2006,15,Theft
Rhode,53.3511,-7.1948,Laois/Offaly,2006,23,Theft
Riverstown,54.1296,-8.4,Sligo/Leitrim,2006,9,Theft
Robertstown,53.2702,-6.8164,Kildare,2006,43,Theft
Rochfortbridge,53.4133,-7.3018,Westmeath,2006,34,Theft
Rockcorry,54.1202,-7.0094,Cavan/Monaghan,2006,5,Theft
Ronanstown,53.3379,-6.406000000000001,D.M.R. Western,2006,980,Theft
Roosky,53.8329,-7.9228,Roscommon/Longford,2006,18,Theft
Ros Muc,53.3864,-9.6099,Galway,2006,2,Theft
Roscommon,53.6298,-8.1936,Roscommon/Longford,2006,126,Theft
Roscrea,52.9562,-7.7988,Tipperary,2006,60,Theft
Rosscarbery,51.5776,-9.0315,Cork West,2006,18,Theft
Rosses Point,54.3054,-8.5465,Sligo/Leitrim,2006,13,Theft
Rosslare Harbour,52.2487,-6.3341,Wexford,2006,38,Theft
Rosslare Strand,52.2696,-6.3848,Wexford,2006,23,Theft
Roundwood,53.063,-6.2247,Wicklow,2006,48,Theft
Roxboro Road,52.6508,-8.615,Limerick,2006,1250,Theft
Santry,53.3897,-6.2516,D.M.R. Northern,2006,675,Theft
Scariff,52.9068,-8.5348,Clare,2006,25,Theft
Schull,51.5287,-9.5414,Cork West,2006,28,Theft
Scotstown,54.2803,-7.0636,Cavan/Monaghan,2006,11,Theft
Shankill,53.2335,-6.121,D.M.R. Eastern,2006,425,Theft
Shannon,52.7079,-8.8772,Clare,2006,168,Theft
Shercock,53.9922,-6.9008,Cavan/Monaghan,2006,8,Theft
Shevry,52.6869,-8.0471,Tipperary,2006,3,Theft
Shillelagh,52.7546,-6.5375,Wicklow,2006,28,Theft
Shinrone,52.9847,-7.9341,Laois/Offaly,2006,14,Theft
Shrule,53.5199,-9.0876,Mayo,2006,3,Theft
Sixmilebridge,52.7401,-8.7779,Clare,2006,35,Theft
Skerries,53.5796,-6.107,D.M.R. Northern,2006,84,Theft
Skibbereen,51.5486,-9.2641,Cork West,2006,73,Theft
Skreen,54.2446,-8.7204,Sligo/Leitrim,2006,10,Theft
Slane,53.7097,-6.5475,Meath,2006,66,Theft
Sligo,54.2693,-8.4713,Sligo/Leitrim,2006,694,Theft
Smear,53.8606,-7.6017,Roscommon/Longford,2006,9,Theft
Sneem,51.8389,-9.904,Kerry,2006,6,Theft
Sraith Salach,53.4653,-9.7214,Galway,2006,3,Theft
Stoneyford,52.5364,-7.2286,Kilkenny/Carlow,2006,10,Theft
Store Street,53.3505,-6.2522,D.M.R. North Central,2006,3990,Theft
Stradbally Co Laois,53.0177,-7.1516,Laois/Offaly,2006,25,Theft
Strokestown,53.7808,-8.1038,Roscommon/Longford,2006,20,Theft
Stuake,51.9905,-8.7604,Cork West,2006,7,Theft
Summerhill,53.482,-6.7334,Meath,2006,32,Theft
Sundrive Road,53.3302,-6.2987,D.M.R. Southern,2006,477,Theft
Swanlinbar,54.1961,-7.7038,Cavan/Monaghan,2006,6,Theft
Swinford,53.9406,-8.9522,Mayo,2006,29,Theft
Swords,53.456,-6.2211,D.M.R. Northern,2006,694,Theft
Taghmon,52.321999999999996,-6.6517,Wexford,2006,15,Theft
Tallaght,53.2868,-6.3678,D.M.R. Southern,2006,2275,Theft
Tallow,52.0937,-8.0073,Waterford,2006,4,Theft
Tarbert,52.5727,-9.3754,Kerry,2006,15,Theft
Tarelton,51.8385,-8.9929,Cork West,2006,16,Theft
Taughmaconnell,53.4032,-8.141,Roscommon/Longford,2006,3,Theft
Templederry,52.7741,-8.075,Tipperary,2006,5,Theft
Templemore,52.7966,-7.8351,Tipperary,2006,52,Theft
Templetuohy,52.7903,-7.7201,Tipperary,2006,6,Theft
Terenure,53.3098,-6.287999999999999,D.M.R. Southern,2006,448,Theft
Thomastown,52.528999999999996,-7.14,Kilkenny/Carlow,2006,28,Theft
Thurles,52.6757,-7.8119,Tipperary,2006,215,Theft
Timoleague,51.6427,-8.7663,Cork West,2006,3,Theft
Tinahely,52.7967,-6.4693,Wicklow,2006,19,Theft
Tipperary,52.4761,-8.1629,Tipperary,2006,100,Theft
Togher,51.8764,-8.4863,Cork City,2006,222,Theft
Toomevara,52.8497,-8.0365,Tipperary,2006,10,Theft
Tralee,52.2695,-9.7088,Kerry,2006,554,Theft
Tramore,52.1615,-7.1534,Waterford,2006,113,Theft
Trim,53.5531,-6.7893,Meath,2006,169,Theft
Tuam,53.5157,-8.8559,Galway,2006,103,Theft
Tubbercurry,54.0516,-8.7343,Sligo/Leitrim,2006,24,Theft
Tulla,52.8654,-8.7548,Clare,2006,18,Theft
Tullamore,53.2761,-7.4949,Laois/Offaly,2006,350,Theft
Tullow,52.8038,-6.7334,Kilkenny/Carlow,2006,103,Theft
Tulsk,53.7774,-8.2518,Roscommon/Longford,2006,8,Theft
Urlingford,52.7221,-7.5798,Kilkenny/Carlow,2006,43,Theft
Virginia,53.8344,-7.0819,Cavan/Monaghan,2006,36,Theft
Watercourse Road,51.9071,-8.4745,Cork City,2006,655,Theft
Waterford,52.2602,-7.1137,Waterford,2006,1484,Theft
Watergrasshill,52.0134,-8.342,Cork North,2006,17,Theft
Westport,53.7991,-9.5194,Mayo,2006,112,Theft
Wexford,52.3355,-6.462000000000001,Wexford,2006,411,Theft
Whitegate,51.8271,-8.2278,Cork North,2006,14,Theft
Wicklow,52.9814,-6.0426,Wicklow,2006,281,Theft
Williamstown,53.6771,-8.5784,Galway,2006,4,Theft
Woodford,53.0476,-8.4001,Galway,2006,6,Theft
Youghal,51.9481,-7.8428,Cork North,2006,138,Theft
Abbeyfeale,52.3873,-9.29,Limerick,2007,42,Theft
Abbeyleix,52.9127,-7.3438,Laois/Offaly,2007,72,Theft
Adare,52.5639,-8.7921,Limerick,2007,15,Theft
Aglish,52.0716,-7.8221,Waterford,2007,5,Theft
Ahascragh,53.3957,-8.3306,Galway,2007,7,Theft
Ailt an Chorrain,54.9849,-8.4386,Donegal,2007,10,Theft
An Bun Beag,55.0656,-8.2895,Donegal,2007,26,Theft
An Charraig,54.6579,-8.6331,Donegal,2007,5,Theft
An Cheathru Rua,53.2645,-9.6005,Galway,2007,8,Theft
An Clochan Liath,54.9516,-8.3613,Donegal,2007,24,Theft
An Coirean,51.8311,-10.1742,Kerry,2007,4,Theft
An Craoslach,55.1253,-7.9126,Donegal,2007,5,Theft
An Fál Carrach,55.137,-8.102,Donegal,2007,15,Theft
An Maim,53.5107,-9.5649,Galway,2007,8,Theft
An Rinn,52.0484,-7.5931,Waterford,2007,7,Theft
An Spideal,53.2454,-9.3056,Galway,2007,19,Theft
Anglesea Street,51.8958,-8.465,Cork City,2007,1293,Theft
Annascaul,52.1524,-10.0525,Kerry,2007,2,Theft
Aran Mor,53.2721,-8.9319,Galway,2007,171,Theft
Ard An Rátha,54.7645,-8.4095,Donegal,2007,9,Theft
Ardee,53.8549,-6.5411,Louth,2007,135,Theft
Ardfert,52.3235,-9.7789,Kerry,2007,26,Theft
Ardfinnan,52.3118,-7.8783,Tipperary,2007,6,Theft
Ardmore,51.951,-7.7282,Waterford,2007,10,Theft
Ardnacrusha,52.7077,-8.6131,Limerick,2007,129,Theft
Ardrahan,53.1566,-8.8065,Galway,2007,5,Theft
Arklow,52.7963,-6.1546,Wicklow,2007,206,Theft
Arles,52.891000000000005,-7.0189,Laois/Offaly,2007,29,Theft
Arva,53.9254,-7.5838,Cavan/Monaghan,2007,25,Theft
Ashbourne,53.5114,-6.397,Meath,2007,312,Theft
Ashford,53.0139,-6.1073,Wicklow,2007,62,Theft
Askeaton,52.6006,-8.9712,Limerick,2007,9,Theft
Athea,52.4599,-9.2875,Limerick,2007,5,Theft
Athenry,53.2997,-8.7497,Galway,2007,52,Theft
Athleague,53.5687,-8.2524,Roscommon/Longford,2007,13,Theft
Athlone,53.4233,-7.9447,Westmeath,2007,489,Theft
Athy,52.9902,-6.9882,Kildare,2007,146,Theft
Aughrim,52.856,-6.3268,Wicklow,2007,30,Theft
Avoca,52.8588,-6.2129,Wicklow,2007,21,Theft
Baile Atha Bui,53.6236,-6.9159,Meath,2007,70,Theft
Baile an Fheirtéaraigh,52.1659,-10.4062,Kerry,2007,4,Theft
Baile Bhuirne,51.9458,-9.1692,Cork West,2007,9,Theft
Bailieboro,53.9152,-6.9696,Cavan/Monaghan,2007,48,Theft
Balbriggan,53.6143,-6.1912,D.M.R. Northern,2007,276,Theft
Balla,53.8019,-9.1299,Mayo,2007,21,Theft
Ballaghderreen,53.8999,-8.5846,Roscommon/Longford,2007,35,Theft
Ballina,54.1129,-9.1604,Mayo,2007,242,Theft
Ballinagh,53.9311,-7.4096,Cavan/Monaghan,2007,17,Theft
Ballinamore,54.0546,-7.797000000000001,Sligo/Leitrim,2007,15,Theft
